,Open,High,Low,Close,Adj Close,Volume
2020-01-01,137.45401188473625,288.5977748236187,98.22103160600226,193.27105081327613,158.27144493446815,1535620
2020-01-02,195.07143064099162,261.58631881823044,93.80420007507563,154.42539661136976,181.24738210441717,1779105
2020-01-03,173.19939418114052,223.2959474753634,97.75611850925327,120.0282017867626,132.69410243366752,3902761
2020-01-06,159.86584841970367,202.4400781556538,99.64476653900812,161.6783607852541,130.57439574472912,1916992
2020-01-07,115.60186404424365,287.009887390093,92.0376645912769,174.2881493667939,140.270372099456,1220326
2020-01-08,115.59945203362027,202.1269410850387,95.23329631194741,173.79173933540255,167.2507262673649,3820959
2020-01-09,105.80836121681995,287.4701672684199,92.87137958084575,152.144902416688,168.21916892550988,2310425
2020-01-10,186.6176145774935,252.8937134027212,97.9285441903384,106.84587193335781,131.5239434649451,1319248
2020-01-13,160.1115011743209,293.9067698512896,95.77593365881158,137.1112938430128,113.32099241366286,3443631
2020-01-14,170.80725777960456,279.87832357736653,96.34582417550304,192.07666084633573,163.23962564655085,4522810
2020-01-15,102.05844942958025,299.7934110533337,97.97914159615894,158.4448909757426,112.83258621887646,4226458
2020-01-16,196.99098521619942,235.07118154517102,93.95970472662455,153.83319432557136,157.84925082293302,2446743
2020-01-17,183.24426408004217,276.7188288931127,99.15090068407044,126.88535143821935,169.34221280563088,2286050
2020-01-20,121.23391106782762,240.1930913609242,95.33028867246139,136.8448919916579,170.06114963944515,1290477
2020-01-21,118.18249672071006,247.98756203039088,91.57954822835347,189.53460891531694,175.34721106595967,3380969
2020-01-22,118.34045098534338,262.750546321837,96.95899118168802,166.6463047526836,187.28594215656645,1900853
2020-01-23,130.42422429595376,287.36771141863386,97.93261350438254,178.7387026752333,149.99589919647883,2613734
2020-01-24,152.4756431632238,298.4083469199295,93.16761677067527,145.4345423067655,173.02491895295714,1253017
2020-01-27,143.1945018642116,276.82734138645185,98.57179256998754,163.0247219456158,161.91727353658368,1651824
2020-01-28,129.1229140198042,241.7766782167334,99.06143254765766,124.83836087432076,118.66399397976826,1333245
2020-01-29,161.18528947223794,242.13570022770702,92.76904487377809,170.54608302834862,102.56896448694081,3906405
2020-01-30,113.94938606520418,273.75823015888915,99.83521472715222,142.76013337033373,128.45413856769338,4171222
2020-01-31,129.2144648535218,223.87771457683024,91.40711528048759,144.25455148147455,144.30337063376194,2672341
2020-02-03,136.63618432936917,211.04741131313946,92.0201566840249,164.93223245768817,161.7105944428656,2436803
2020-02-04,145.6069984217036,235.46221576407765,91.84224839238026,193.62806214689266,184.99593305032053,4875248
2020-02-05,178.51759613930136,228.72389916540817,98.93989710007871,106.4006346608621,119.62457167061656,1374842
2020-02-06,119.96737821583598,229.63081204559901,96.54292552324962,182.47432373470076,112.55497898984771,3470856
2020-02-07,151.42344384136118,223.36077510499098,91.52104283222273,129.2383110412193,196.34799474743275,2442627
2020-02-10,159.24145688620425,204.20931896363618,94.4032341836835,144.3919454506378,110.80445593764071,4139782
2020-02-11,104.64504127199977,201.78739347334138,96.15298025069802,102.1913328775009,147.8491070107189,3377942
2020-02-12,160.75448519014384,298.7722389736032,90.83464084989383,130.1046077834313,158.55637287933018,3220929
2020-02-13,117.05241236872915,242.77731337358622,98.82416368407338,150.26312426301305,154.13744209074383,2650224
2020-02-14,106.50515929852796,238.43266471596817,98.03603535441535,105.6176077347439,108.60321570329432,2348055
2020-02-17,194.88855372533334,267.964728269307,95.05206773576639,149.10957293831652,105.70269140036194,1855783
2020-02-18,196.56320330745592,221.8253887865064,99.6712661525917,192.71106288584275,110.54834274610357,1901366
2020-02-19,180.8397348116461,294.99611839502256,94.177609792751,110.53932181078052,158.55876838726124,3230653
2020-02-20,130.46137691733708,278.6345014415552,99.84110319036498,176.44407280755044,154.4344887634321,2352670
2020-02-21,109.76721140063839,208.94110023122596,96.67919998803627,140.96710533759926,123.37407920367443,1584942
2020-02-24,168.4233026512157,241.75807757849284,96.34671273253942,165.5173714524338,163.77741418455915,1369566
2020-02-25,144.01524937396013,287.9118307562165,91.65954895295785,126.02365979852294,182.00675020556494,2420654
2020-02-26,112.20382348447788,294.473202229141,98.81927758304644,115.94922625413582,104.15789598465938,3217127
2020-02-27,149.51769101112703,246.74015112498697,94.27489687920615,116.04626142712264,149.81299435480423,1723503
2020-02-28,103.43885211152184,261.34113892107075,91.62233405782479,107.04919456431446,168.93104121026903,4499058
2020-03-02,190.9320402078782,216.70339460920752,90.1260751997576,118.5646704901243,125.23119270696871,4512106
2020-03-03,125.8779981600017,299.11686261369766,95.59755683638383,166.42193849889682,130.7770905293149,2675190
2020-03-04,166.2522284353982,223.16717013834435,95.27399622122677,188.16906118435082,161.3637902989384,4223255
2020-03-05,131.1711076089411,294.2731774135126,97.19353622369158,181.41256855911618,189.7935293443737,1348848
2020-03-06,152.0068021177811,264.9646648992368,98.90258053017803,168.51343098744843,180.99244203028994,2997179
2020-03-09,154.67102793432798,260.77367948788594,90.7940658464303,111.04318634111027,158.31302190995837,2481177
2020-03-10,118.4854455525527,251.26885110165085,97.31496490340362,128.91874462959498,173.02217177572493,1166991
2020-03-11,196.95846277645586,223.06698117177586,91.87411944097582,130.9806875322469,136.48224702077988,1096952
2020-03-12,177.51328233611144,217.65280320055084,98.58177053157164,124.99569463976212,164.0965528098758,4992942
2020-03-13,193.9498941564189,222.04862090701755,98.19063513861656,151.5005659709723,146.6181591127557,3430412
2020-03-16,189.4827350427649,218.64382621442545,95.40793754985545,153.55538148796725,118.99361364575608,1465806
2020-03-17,159.78999788110852,277.9584473566753,97.10242798623311,135.68859751711102,170.17382738772574,1876058
2020-03-18,192.18742350231167,235.012525916673,93.14350113183748,135.3789158736436,155.64646373488222,4579331
2020-03-19,108.84925020519195,205.78426765633964,94.71167898932815,182.85555979060814,135.86215819535914,2719759
2020-03-20,119.59828624191452,296.9102630140811,98.21636897710472,178.92928483196857,191.13391900786308,3143167
2020-03-23,104.5227288910538,288.37858849634256,94.59265197173214,130.77958316807457,102.09341178267333,1102877
2020-03-24,132.53303307632643,292.77522831952126,93.57798265325442,191.37884438732593,131.5773151249496,2326059
2020-03-25,138.8677289689482,299.49078226464354,94.942124472503,195.2815017002506,105.68813977776466,4668893
2020-03-26,127.13490317738959,217.38952492194872,98.28249252437219,132.67425420300407,176.65273162216272,4804579
2020-03-27,182.87375091519294,239.62420189026588,93.35208047370872,135.44249487930549,170.21074541137926,1393922
2020-03-30,135.67533266935894,275.82384757040916,91.73761593135744,150.56341534219587,133.1352218736317,4767509
2020-03-31,128.09345096873807,269.6020618053792,97.12014020330781,194.11208125336736,167.5662902207073,3768240
2020-04-01,154.26960831582485,215.3895906339855,98.25978212708083,187.63194331423114,139.59372261959498,1924501
2020-04-02,114.09242249747626,281.5833124990618,91.00637478523534,110.25679625835897,175.62537914224345,2545329
2020-04-03,180.21969807540398,222.44405718366608,92.39874112755945,139.27307432714161,145.4183662736706,3812920
2020-04-06,107.45506436797709,222.3817614822623,91.41971989760994,155.3371189749772,141.22797278316656,4072753
2020-04-07,198.68869366005174,253.69744228934135,93.47941411582167,150.313247255154,193.4729915488301,1391670
2020-04-08,177.22447692966574,259.2939934841703,94.50350978905412,119.38630679368927,125.08790998907003,1431739
2020-04-09,119.87156815341724,258.0086207837811,97.48826336963306,185.88167711681547,112.04473399965654,2694512
2020-04-10,100.55221171236025,209.1486837397755,96.51147584881674,167.69407829968372,158.4543113259458,4433035
2020-04-13,181.54614284548342,287.746086263038,96.20928567478431,183.79083748518036,196.9321812284179,4818806
2020-04-14,170.6857343847617,226.5600042588706,93.52374946609655,185.87642793494723,137.78392137271868,1611796
2020-04-15,172.90071680409875,212.95149212828042,98.4144755308476,174.83558536657398,106.20367636287816,1739127
2020-04-16,177.12703466859458,288.87480798689774,94.71287167398165,143.92106012497175,133.93052673095673,2350339
2020-04-17,107.40446517340904,295.56514982297534,99.79104938015155,161.05467550154245,150.59316543195584,4419998
2020-04-20,135.84657285442725,286.21276172654507,96.34142138295736,116.03654061197432,116.19230066322137,4734942
2020-04-21,111.58690595251298,280.9516074724878,91.26264741564503,167.36454174749076,165.8102218056492,1040633
2020-04-22,186.31034258755935,265.5241980639022,96.76177562075434,117.92532557392808,199.77493890102005,2257302
2020-04-23,162.3298126827558,255.0857370609139,93.251040154317,169.3949590510157,145.17394759814437,2051893
2020-04-24,133.08980248526493,208.69867599114102,96.86327196686098,122.95981607539687,135.47285567302126,1307124
2020-04-27,106.35583502860237,240.84532130706987,90.69641148162405,111.75513001502199,140.07041668344667,3927699
2020-04-28,131.09823217156622,237.2688517012314,91.7488143717596,116.52844901429575,111.51461783952011,4862734
2020-04-29,132.5183322026747,225.9753783760326,98.55737258905786,100.19921352190703,188.32736014262238,2878166
2020-04-30,172.9606178338064,272.3420113688585,92.27179557023516,171.873961785353,141.4825655521352,1711323
2020-05-01,163.75574713552132,249.5875735078771,98.3704112524294,173.2401049058379,138.72744114248414,4586575
2020-05-04,188.72127425763267,208.1046215907648,92.79276088454411,151.49333499132595,165.96902729304742,4850404
2020-05-05,147.22149251619493,222.01832019498113,96.42881910058708,116.13628010553836,144.20334209311235,2416084
2020-05-06,111.95942459383016,268.3258763659596,96.9415057350983,108.35543375106897,164.82334688078458,4598286
2020-05-07,171.3244787222995,207.61308594903002,95.12654753145053,101.9128966437287,106.14462901307876,4423376
2020-05-08,176.07850486168974,285.1206914048769,93.05310676696732,116.57481769652208,181.37233437222272,3821105
2020-05-11,156.12771975694963,249.51465270139744,92.12644376371097,189.08555349831465,194.05039528794026,3517028
2020-05-12,177.09671799545612,248.0586577326648,90.33189354562427,124.15368417016818,164.8765386159386,2872204
2020-05-13,149.37955963643907,259.24077846595173,93.03946401240724,135.42713272172156,195.4565928858811,2900946
2020-05-14,152.2732829381994,282.46809659251494,96.53162790531283,110.53454844813332,115.14323143699633,1926109
